geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
80230,-25.44041155231119,-49.27281542157665,curitiba,PR
80250,-25.4389681470945,-49.27448441188181,curitiba,PR
80220,-25.45005712155927,-49.2606739118818,curitiba,PR
80310,-25.464029318048183,-49.30472794690424,curitiba,PR
80330,-25.472734941716194,-49.30563836747645,curitiba,PR
80430,-25.43328294393789,-49.28042347446478,curitiba,PR
80420,-25.434899979456432,-49.28320625116862,curitiba,PR
80510,-25.416444206215022,-49.28185035596391,curitiba,PR
80620,-25.45385542382702,-49.286168717179294,curitiba,PR
80610,-25.469213992786642,-49.293935146950275,curitiba,PR
80740,-25.44145496502972,-49.31273063488947,curitiba,PR
81260,-25.474502573234364,-49.35249257828181,curitiba,PR
81315,-25.510172573691484,-49.32300242824175,curitiba,PR
81350,-25.508669747227305,-49.33026677895873,curitiba,PR
81490,-25.58719360032323,-49.32331092576026,curitiba,PR
81450,-25.498147452680467,-49.34864249999998,curitiba,PR
81610,-25.47823502865101,-49.2487200844524,curitiba,PR
81770,-25.534752380518196,-49.236641559813016,curitiba,PR
81710,-25.498565422917398,-49.2677192917704,curitiba,PR
81810,-25.50714419618402,-49.27207460483913,curitiba,PR
81825,-25.526084940879464,-49.27440966694559,curitiba,PR
81880,-25.539430693865768,-49.2886326382077,curitiba,PR
81930,-25.56660371995524,-49.28299262236466,curitiba,PR
82300,-25.413908553147913,-49.34702339687815,curitiba,PR
82320,-25.404441716968375,-49.34025084016421,curitiba,PR
82820,-25.424755962259752,-49.2010723395753,curitiba,PR
82800,-25.438803034970277,-49.22994083568014,curitiba,PR
83010,-25.533552342489493,-49.18726902068778,sao jose dos pinhais,PR
83070,-25.516321166801344,-49.12281815098963,sao jose dos pinhais,PR
83209,-25.547635663426608,-48.52779305562683,paranagua,PR
83324,-25.428798209273445,-49.190059930030785,pinhais,PR
83331,-25.44690031975288,-49.160968742714516,pinhais,PR
83323,-25.440714449910498,-49.188443906024766,pinhais,PR
83321,-25.44450819623171,-49.17725474672523,pinhais,PR
83370,-25.43428873156633,-48.71656095355144,antonina,PR
83408,-25.371298736141743,-49.18823376385825,colombo,PR
83402,-25.34347077721826,-49.227809047574894,colombo,PR
83605,-25.446647385196982,-49.55563586004068,campo largo,PR
83860,-26.099510422193237,-49.43039517089023,pien,PR
84015,-25.074043009435062,-50.15132717124473,ponta grossa,PR
84172,-24.794234999999993,-49.99697099999999,castro,PR
84196,-23.702852723394393,-46.401558774842776,colonia castrolanda,PR
84350,-24.21479006332944,-50.93493112717941,ortigueira,PR
84345,-24.247862548261367,-50.24561447987722,ventania,PR
85045,-25.35863541191045,-51.484398882134315,guarapuava,PR
85340,-25.49325683267302,-52.52537824900953,rio bonito do iguacu,PR
85807,-24.9409988170985,-53.4931867821282,cascavel,PR
85818,-24.968679056610362,-53.42122688063376,cascavel,PR
85819,-24.98699978821639,-53.450685208725176,cascavel,PR
85812,-24.950870359714834,-53.45032742855887,cascavel,PR
85801,-24.961400882504734,-53.45816618100577,cascavel,PR
85863,-25.52742965797669,-54.57570382833004,foz do iguacu,PR
85875,-25.43158405315624,-54.402330873588255,santa terezinha de itaipu,PR
85802,-24.966371460470743,-53.46488320191585,cascavel,PR
85950,-24.2874063973452,-53.838833366660324,palotina,PR
85903,-24.718585367675892,-53.76181706327768,toledo,PR
85901,-24.73858251608397,-53.73620901608396,toledo,PR
86037,-23.316208922273155,-51.11121320098855,londrina,PR
86060,-23.309902583386343,-51.172848272548926,londrina,PR
86081,-23.263893735839538,-51.18150870269487,londrina,PR
86084,-23.25795336554321,-51.15321467790985,londrina,PR
86030,-23.294709000000005,-51.114588749999996,londrina,PR
86360,-23.123801224965778,-50.37285801357385,bandeirantes,PR
86600,-23.31259824896755,-51.36894941889966,rolandia,PR
86706,-23.420739085916825,-51.41460369847018,arapongas,PR
86702,-23.387311444268136,-51.44520034138108,arapongas,PR
86800,-23.552512530494816,-51.46349357996916,apucarana,PR
86960,-24.028108018467677,-52.00953010663331,barbosa ferraz,PR
87025,-23.377396999935016,-51.93100618003307,maringa,PR
87020,-23.408701903566726,-51.94097450684423,maringa,PR
87083,-23.38219409935399,-51.955297806917144,maringa,PR
87030,-23.41848622413047,-51.92625934548862,maringa,PR
87050,-23.437975269077903,-51.91385959802448,maringa,PR
87005,-23.435118221374,-51.92885489694695,maringa,PR
87040,-23.41382198370398,-51.90777440824636,maringa,PR
87065,-23.396179945356447,-51.925220060790366,maringá,PR
87035,-23.386583094415073,-51.905343129948655,maringa,PR
87114,-23.431481257369107,-51.85490851643521,sarandi,PR
87185,-23.313596694739694,-52.30406621904029,florai,PR
87303,-24.03529260389033,-52.37957021179355,campo mourao,PR
87502,-23.757178599774967,-53.29107393545511,umuarama,PR
87900,-22.931426544866625,-53.13375928731349,loanda,PR
88036,-27.590329257833734,-48.52015089439666,florianopolis,SC
88015,-27.591860314472758,-48.54902548765073,florianópolis,SC
88058,-27.44750424718865,-48.39733340340489,florianopolis,SC
88063,-27.68775442656832,-48.48827427364544,florianópolis,SC
88054,-27.42864592363426,-48.45905918284473,florianopolis,SC
88085,-27.60731306466045,-48.59058002775691,florianopolis,SC
88050,-27.541774322739933,-48.524876521904254,florianopolis,SC
88113,-27.562633674958704,-48.63782800645296,sao jose,SC
88110,-27.576619500608018,-48.616937081927524,sao jose,SC
88132,-27.64301988374891,-48.6725565749633,palhoca,SC
88115,-27.543786658615705,-48.62567962615467,sao jose,SC
88160,-27.49432999699404,-48.66242401404204,biguacu,SC
88215,-27.14294161449014,-48.50728684609616,bombinhas,SC
88200,-27.24191068154528,-48.617434258999964,tijucas,SC
88301,-26.91626999999994,-48.65245999999996,itajaí,SC
88350,-27.12100682014913,-48.94116396455869,brusque,SC
88330,-26.999696999999948,-48.63513949999995,balneario camboriu,SC
88303,-26.912428672061186,-48.677381066657304,itajai,SC
88370,-26.88690680838387,-48.662146836418984,navegantes,SC
88316,-26.945307771950436,-48.71846720655428,itajai,SC
88359,-27.14105704919435,-48.96146112936535,brusque,SC
88600,-28.291582383859733,-49.933255822992784,sao joaquim,SC
88750,-28.27354928978744,-49.16896410025293,braco do norte,SC
88730,-28.327530882623098,-49.18050954005345,sao ludgero,SC
88715,-28.621531461000867,-49.023995719014565,jaguaruna,SC
88815,-28.692374718228553,-49.34024683242198,criciuma,SC
88850,-28.748325046839994,-49.483182534145975,forquilhinha,SC
88840,-28.526461585008274,-49.32174954817925,urussanga,SC
88915,-28.861002639949206,-49.446676367068925,maracana,SC
89037,-26.91225753204585,-49.11088518056733,blumenau,SC
89023,-26.953576281983977,-49.08280584277794,blumenau,SC
89041,-26.91141069525076,-49.11143612738765,blumenau,SC
89030,-26.89920664224707,-49.08352347071387,blumenau,SC
89160,-27.20981137280685,-49.63292048422235,rio do sul,SC
89198,-26.942585142640656,-50.13865875819567,rio do campo,SC
89120,-26.83365489702238,-49.26170944102369,timbo,SC
89115,-26.723201007518394,-48.93223082369532,luiz alves,SC
89295,-26.261841794823777,-49.5235885039339,rio negrinho,SC
89256,-26.487035474897464,-49.071400994171626,jaragua do sul,SC
89224,-26.270134671231133,-48.80876106346335,joinville,SC
89215,-26.3367734454671,-48.906451424923546,joinville,SC
89259,-26.49816628796401,-49.08619647149698,jaragua do sul,SC
89270,-26.471191655635046,-48.998747219317266,guaramirim,SC
89248,-26.02136726871851,-48.851805442616914,garuva,SC
89254,-26.46850294670808,-49.109883098307336,jaragua do sul,SC
89204,-26.283149245628714,-48.851284630590314,joinville,SC
89217,-26.285093458703344,-48.870102509565115,joinville,SC
89289,-26.247030877437457,-49.4588742703789,sao bento do sul,SC
89300,-26.11990678126073,-49.803153488260165,mafra,SC
89560,-27.00086872288371,-51.14532022116548,videira,SC
89620,-27.403062004188218,-51.22967409631809,campos novos,SC
89694,-26.849580675078034,-52.256987290082144,faxinal dos guedes,SC
89600,-27.16882094342798,-51.51882419291629,joacaba,SC
89610,-27.17195603801515,-51.49352558295913,herval d'oeste,SC
89820,-26.870624548868292,-52.40448790429404,xanxere,SC
89899,-26.98109912694612,-53.53465037151178,ipora do oeste,SC
89990,-26.352589411593335,-52.853064673610675,sao lourenco do oeste,SC
90010,-30.03215040714993,-51.232551699838396,porto alegre,RS
90150,-30.05684742270184,-51.22278129782434,porto alegre,RS
90230,-30.00731246906908,-51.19422244408211,porto alegre,RS
90460,-30.042101975849757,-51.18305187425711,porto alegre,RS
90480,-30.02159907383571,-51.178723476398005,porto alegre,RS
90550,-30.020227009435057,-51.195131052859445,porto alegre,RS
90640,-30.063072457672124,-51.20322268985506,porto alegre,RS
91215,-30.02792349708581,-51.141100794189015,porto alegre,RS
91280,-30.045134535662772,-51.097092861792305,porto alegre,RS
91370,-30.018188622470177,-51.14962402449404,porto alegre,RS
91550,-30.077021487809752,-51.1313949910142,porto alegre,RS
91540,-30.08286804902226,-51.13043961349074,porto alegre,RS
91920,-30.110020899532547,-51.23162798932419,porto alegre,RS
92020,-29.91005335319802,-51.169226719006566,canoas,RS
92500,-30.11082611949453,-51.36376683789562,guaiba,RS
93542,-29.6881809883103,-51.0915608374261,novo hamburgo,RS
93608,-29.666842000841118,-51.15445514217226,estancia velha,RS
94500,-30.06565935728178,-51.1109404409334,viamão,RS
94935,-29.941456390309682,-51.100506136244796,cachoeirinha,RS
94910,-29.953554209662606,-51.103414237425575,cachoeirinha,RS
95020,-29.16957635052199,-51.164852512339095,caxias do sul,RS
95045,-29.12782096078328,-51.16655636274146,caxias do sul,RS
95200,-28.517093999999997,-50.92322625,vacaria,RS
95250,-28.848240941404573,-51.27329015376859,antonio prado,RS
95240,-28.81655038417184,-51.28458123987485,ipe,RS
95255,-28.794858222421052,-51.09429466225263,campestre da serra,RS
95595,-30.17105570679884,-50.201594169231335,cidreira,RS
95590,-30.00253608355953,-50.14516704987192,tramandai,RS
95700,-29.169048413296615,-51.52189899460921,bento goncalves,RS
95780,-29.67034898140752,-51.46146829327502,montenegro,RS
95703,-29.16026705184501,-51.50783498069227,bento gonçalves,RS
95800,-29.616140787882497,-52.175875572625436,venancio aires,RS
95920,-29.30263901903529,-52.42872858803613,boqueirao do leao,RS
96081,-31.735528166253083,-52.31964031112587,pelotas,RS
96230,-33.525600570674555,-53.366420074758125,santa vitoria do palmar,RS
96211,-32.04232063459594,-52.12953397213267,rio grande,RS
96810,-29.720993053788824,-52.4277166004204,santa cruz do sul,RS
96900,-29.41729980418472,-53.0164225530434,sobradinho,RS
97030,-29.700413412718515,-53.846744201915854,santa maria,RS
97015,-29.689198816146927,-53.8064289212743,santa maria,RS
97250,-29.467945512743942,-53.46422836860997,nova palma,RS
97503,-29.775123954116786,-57.09109952167133,uruguaiana,RS
97574,-30.89801321009646,-55.53031539786274,santana do livramento,RS
98170,-29.08040922561531,-53.833264724682046,tupancireta,RS
98300,-27.890224444772645,-53.30591654790965,palmeira das missoes,RS
98700,-28.389227656496743,-53.92967622327969,ijui,RS
98870,-28.02821551115596,-54.350870386606964,girua,RS
99074,-28.26983588040974,-52.39984769135617,passo fundo,RS
99062,-28.284206765499057,-52.383798137288096,passo fundo,RS
99500,-28.28944621405989,-52.79412331824494,carazinho,RS
99990,-28.329717970441582,-51.769614685439755,muliterno,RS
